image_path,label
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_0.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_1.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_2.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_3.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_4.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_5.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_6.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_7.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_8.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_9.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_10.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_11.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_12.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_13.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_14.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_15.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_16.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_17.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_18.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_19.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_20.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_21.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_22.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_23.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_24.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_25.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_26.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_27.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_28.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_29.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_30.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_31.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_32.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_33.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_34.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_35.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_36.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_37.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_38.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_39.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_40.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_41.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_42.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_43.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_44.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_45.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_46.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_47.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_48.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_49.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_50.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_51.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_52.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_53.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_54.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_55.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_56.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_57.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_58.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_59.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_60.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_61.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_62.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_63.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_64.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_65.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_66.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_67.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_68.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_69.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_70.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_71.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_72.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_73.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_74.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_75.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_76.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_77.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_78.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_79.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_80.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_81.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_82.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_83.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_84.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_85.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_86.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_87.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_88.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_89.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_90.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_91.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_92.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_93.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_94.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_95.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_96.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_97.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_98.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_99.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_100.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_101.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_102.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_103.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_104.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_105.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_106.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_107.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_108.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_109.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_110.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_111.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_112.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_113.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_114.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_115.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_116.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_117.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_118.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_119.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_120.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_121.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_122.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_123.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_124.jpg,Abrasions
/content/drive/MyDrive/Wound_Dataset_PreprocessedImages/image_125.jpg,Abrasions
